Episode,market_share_predict
Ciné V,11.9
CSI: Cyber,13.3
911,16
NVL,11.7
Moment V,14.8
Moment V,14.8
Prog RDI sem,5.5
Teletubbies,10.3
Zoobabu,10.3
Mike le chevalier,6.2
Kate et Mim-Mim,8.5
Boule et Bill,12.6
Super Wings,9.4
Peanuts,8.5
Toc toc toc,9.4
Yaya et Zouk,9.4
Jack et les camions,1.5
Les pyjamasques,1.5
Monsieur Bonhomme,1.5
"Roltronics, Les",4.1
Par ici la magie,1.8
Explique-moi ça,1.4
Garfield & cie,1.4
Vite pas vite,2.1
Vite pas vite,1.4
Sous les mers,2.6
Drôle de blagues,7.3
Noterythme,1.8
Motel monstre,7.3
En direct Ici... prog loc,3.5
Cinéma AM,5
Ricardo,1.1
Des squelettes dans le placard,1.1
Téléjournal midi,1.1
Tout le monde en parlait,12.7
"Lise Watier, une vie à entreprendre",7
Capitaine Marleau,7
Monk,7.1
Rizzoli & Isles,7.1
Téléjournal 18h,7.1
TJ Mtl - Prog loc,7.1
Des squelettes dans le placard,7.3
On s'aime en chien,12.3
Docteur Foster,10.1
Bonsoir bonsoir,13.3
Téléjournal 22h00,10.6
Téléjournal 22h30,16.1
Sports express,16.1
La révolte des bonnes filles,7.1
Candice Renoir,8.6
24h en 60 minutes,11.5
DOUBLE CINÉ-LUNE,11.3
DU TALENT À REVENDRE,9.7
TVA NOUVELLES (NUIT - LV),10.3
LA VICTOIRE DE L'AMOUR,11.3
LA VICTOIRE DE L'AMOUR,11.3
LES LOONEY TUNES,8.5
SALUT BONJOUR,2.2
CINÉMA CAFÉ,5
LES LOONEY TUNES,1.1
TVA NOUVELLES (12H - LV),1.1
PAUSE CINÉMA,7
LES AVENTURES DE TOM & JERRY,6.9
INFOPUBLICITÉ,15.5
LES FEUX DE L' AMOUR,7.1
TOP MODÈLES,7.1
TVA NOUVELLES (17H),7.1
TVA NOUVELLES (18H - LV),7.1
SUCRÉ SALÉ,5.8
ROUE DE FORTUNE CHEZ VOUS,10.3
LÂCHÉS LOUSSES,12.3
LES BEAUX MALAISES,12.3
COMPLEXE G,10.1
L'ARME FATALE,10.6
TVA NOUVELLES (22h),10.6
SUCRÉ SALÉ,16.1
ROUE DE FORTUNE CHEZ VOUS,16.1
DOUBLE CINÉ-LUNE,4.3
DOUBLE CINÉ-LUNE,8.9
Banc public,2.3
De garde 24/7,4.5
Point Doc,0.2
Génial!,0.2
180 jours,0.2
Zou,0
"Petite école d'Hélène, La",0.2
Simon,0
"Petit Prince, Le",0.2
Shaun le mouton,0
Cochon dingue,0.2
Calimero,0
Petit Ours Brun,0
"Famille Blaireau-Renard, La",0.2
Ping et ses amis,0.2
Peg + Chat,0.2
Peg + Chat,0.2
Passe-Partout,0.2
Robocar Poli,0.2
Robocar Poli,0.2
Top Wing - toutes ailes dehors,0.2
"Tribu Monchhichi, La",0.2
Digby le dragon,0.2
"Pat'Patrouille, La",0.2
"Frères Kratt, Les",0.2
ALVINNN!!! et Les Chipmunks,0.2
ALVINNN!!! et Les Chipmunks,1.9
"Show de M. Peabody et Sherman, Le",1.9
"Aventures de Ladybug et Chat Noir, Les",1.9
"As de la Jungle, Les",0.1
Cochon dingue,2
Génial!,2
Ça vaut le coût,2
Un chef à la cabane,0.1
Curieux Bégin,0.1
"Frères Kratt, Les",0.3
Roi Julian! L'élu des lémurs,0.3
"Show de M. Peabody et Sherman, Le",0.3
"Aventures de Ladybug et Chat Noir, Les",0.3
"As de la Jungle, Les",0.3
Grizzy et les Lemmings,1
Top Wing - toutes ailes dehors,0.3
Salmigondis,0.3
Passe-Partout,0.3
Cochon dingue,0.3
Conseils de famille,0.3
Génial!,0.3
Point Doc,1
House of Cards,0.1
House of Cards,1.1
Un chef à la cabane,0.1
Génial!,1.1
Ça vaut le coût,1.1
Cinéma,3.5
Sports 30 24h-6h,0.6
Sports 30 6h-13h30,0.7
Baseball MLB - R,0.9
Sports 30 6h-13h30,1
Sports 30 6h-13h30,1
Golf PGA Tour Canada,1
Cyclisme UCI - R,1
Soccer En route vers ...,1
Soccer Coupe du Monde - 1/2 finale,1.1
Coupe du monde féminine - Résumé,1.3
Golf : Au 19e,2.2
Sports 30 18h-24h,0.5
Sports 30 18h-24h,0.5
Le Sport en toute liberté,0.3
Expédition Extrême,0.1
Plongeon,0.9
Raid Gaspésien,0
Sports 30 18h-24h,0.4
Sports 30 18h-24h,0.4
Tennis Wimbledon,2.2
Buzz,1.5
Buzz,1.5
Coup de foudre,1.2
Coup de foudre,1.2
Occupation Double Grèce Quotidienne,2.2
OD+ en direct,0.1
Occupation Double Grèce Quotidienne,0
Occupation Double Grèce Quotidienne,0
Occupation Double Grèce Coulisses,1.2
Coup de foudre,0
Buzz,0
Buzz,1.1
Buzz,0.7
Buzz,0.7
Buzz,0.7
Buzz,0
Buzz,0.2
Buzz,0
Buzz,0
CinéPlus,2
La Jamaïque au goût de Marley,1
La Jamaïque au goût de Marley,0.9
Buzz,1.3
Buzz,1.3
CinéPlus,2
Buzz,0.1
Scream Queens: terreur à l'hôpital,0.3
CinéPlus,0.3
Buzz,1.5
Scream Queens: terreur à l'hôpital,0.1
Lendemain de veille en Thaïlande,0.7
ROTATION COMP1 5A-3A,2.2
ROTATION COMP2 5A-5A,0.6
ROTATION COMP3 2A-2A,2.2
SOIREE2 7P-3A,2.2
SOIREE3 7P-5A,0.6
ROTATION COMP1 5A-3A,2.2
ROTATION COMP2 5A-5A,2.2
MATIN 5AM-12P,0.6
APRES-MIDI 12P-7P,0.6
SOIREE1 7P-1A,2.2
SOIREE2 7P-3A,2.2
SOIREE3 7P-5A,2.2
Panorama,6.6
Soirées Classiques,1.5
Le 5 à 7,0.4
Le 5 à 7,0.4
Panorama,0
Le 5 à 7,0.4
Tennis Wimbledon,0.8
30 Images/Seconde - R,6.5
Football LCF - R,2.7
Documentaire,0.6
Sports 30 18h-24h,0.3
Sports 30 18h-24h,0.8
Soccer Coupe du Monde féminine-R,1.7
Soccer Coupe du monde féminine - Résumé,1.3
Soccer Gold Cup,8.2
Sports 30 24h-6h,0
Sports 30 24h-6h,0.1
TVA NOUVELLES (22h),8.6
LE QUÉBEC MATIN,8.6
LCN/MAINTENANT,7
LCN/MAINTENANT,7
LCN/MAINTENANT,7
LCN/MAINTENANT,7
TVA NOUVELLES (12h - LV),7.1
100% NOUVELLES,5.8
TVA NOUVELLES (17h),4.2
TVA NOUVELLES (18h - LV),5.1
TVA NOUVELLES (18h - LV),4.2
DENIS LÉVESQUE,7.1
LCN/MAINTENANT,5.5
LCN/MAINTENANT,5.5
LCN/MAINTENANT,5.5
LCN/MAINTENANT,2.3
TVA NOUVELLES (22h),2.3
LCN/MAINTENANT,1
TVA NOUVELLES (22h),1.4
Fiction,5.3
Complément de programme,4.1
Tout le monde veut prendre sa place,11.9
Un si grand soleil,4.2
Plus belle la vie,4.2
TV5 le journal,8.4
Complément de programme,6.1
À bon entendeur,8.4
Champions du monde,11.2
Télématin,1.5
Journal Belge,1.8
Challenge,1
Les secouristes de l'extrême,0.5
Aurore,0.8
Ça commence aujourd'hui,9
64' Le monde en Français,0.3
Station Horizon,1.6
Classe à part,1.6
Journal Suisse,0.1
Complément de programme,6
Des chiffres et des lettres,0.1
Un si grand soleil,0.9
Plus belle la vie,0.9
Tout le monde veut prendre sa place,0.1
Questions pour un champion,8.9
Journal de France 2,5.2
Chiens et chats sans collier,3.7
Partir autrement en famille,8.9
Les Princes à Calcutta,8.9
Le sexe autour du monde,3
Profilage,4
TV5 le journal,2.7
L'invité TV5 Monde,3.9
Journal Afrique,7.5
Ça commence aujourd'hui,7.5
Nos chers voisins,7.5
Station Horizon,11.5
Mon cinéma,4.3
The Affair,4.3
Devine qui vient garder?,4.7
Les conquérants du gril,4.7
Bye-Bye Maison!,4.7
Comment rénover... sans trop se chicaner!,4.7
Des idées de grandeur (M),4.7
Des idées de grandeur (M),0.2
Des idées de grandeur (M),0.2
Des idées de grandeur (M),0.2
Flashpoint,3.3
Encan et flip au Texas,3.3
Maison jackpot,2.7
Luxe au bord du lac,3.1
La vie avec des quintuplées,2.6
Gâteaux en folie,2.6
Les conquérants du gril,2.6
Mon cinéma,2.4
C'est quoi ton plan?,0.3
Comment rénover... sans trop se chicaner!,0.3
Les gratteux,3.3
Merci de partager,3.3
"J'aurais donc dû, docteur!",1.5
Encan et flip au Texas,4
Maison jackpot,1.6
Luxe au bord du lac,1.5
Mini-maisons sur mesure,1.5
Des idées de grandeur dans ma cour (M),1
Des idées de grandeur dans ma cour (M),1.2
Des idées de grandeur dans ma cour (M),1.2
Des idées de grandeur dans ma cour (M),1.2
Flashpoint,1.9
Mon cinéma,4.3
MISSION CAFÉ,0.7
MISSION CAFÉ,1
CROISIÈRES DE RÊVE,0
TRÉSORS DES PIRATES DES CARAIBES,0
SUPER PARCS D'ATTRACTIONS AMÉRICAINS,0
Regarde le monde,0
Des routes et nous au Québec (2),0
DIRECTION LA MER,0
Des trains pas comme les autres,0
Les Vacances de Monsieur Bruno (2),0.8
Lydiane autour du monde,0.1
Hôtel Inspector,2
Top 10 insolite,0.7
HÔTEL IMPOSSIBLE (4),1.3
HÔTEL DE LUXE,0.4
Maraton Man,1
Tout un festival,1
PARCS AQUATIQUES DE L' EXTRÊME,1.3
PARCS AQUATIQUES DE L' EXTRÊME (2),1.3
Bienvenue au camping,0.1
Ma Cabane au Canada,1.3
Ma Cabane au Canada,0.2
Mordu de la pêche (7),0.2
FLÂNERIES DES BALKANS,0.3
TRÉSORS VUS DU CIEL,0.2
"Josh Gates, traqueur de mystères (3)",1.2
Ma Cabane au Canada,1.3
Ma Cabane au Canada,0.7
Mordu de la pêche (7),0.7
Cash Cowboys,0.9
Les armuriers,1.3
Les armuriers,2.8
Humanité en péril!,1.3
Yukon Gold : l’or à tout prix,1.3
Yukon Gold : l’or à tout prix,2.7
Yukon Gold : l’or à tout prix,2.7
Trésors décodés,1.2
Trésors décodés,1.2
Le mystère de l’or confédéré,0.9
La malédiction d'Oak Island,2.7
La malédiction d'Oak Island,2.7
Nos ancêtres les extraterrestres,0.7
Nos ancêtres les extraterrestres,0.7
Nos ancêtres les extraterrestres,0.7
Pawn Stars: prêteurs sur gages,2.3
Pawn Stars: prêteurs sur gages,2.3
Pawn Stars: prêteurs sur gages,2.3
Pawn Stars: prêteurs sur gages,2.3
Pawn Stars: prêteurs sur gages,2.3
Pawn Stars: prêteurs sur gages,2.3
Pawn Stars: prêteurs sur gages,2.3
Pawn Stars: prêteurs sur gages,2.3
Pawn Stars: prêteurs sur gages,2.3
Pawn Stars: prêteurs sur gages,2.3
Pawn Stars: prêteurs sur gages,0.9
Pawn Stars: prêteurs sur gages,0.9
Pawn Stars: prêteurs sur gages,1.3
Pawn Stars: prêteurs sur gages,1.3
Pawn Stars: prêteurs sur gages,1
Pawn Stars: prêteurs sur gages,2
Les a$ de la brocante,1.2
Les a$ de la brocante,1.8
CinéMAX,2.3
Code 111,8.3
Code 111,4.7
Code 111,4.7
Un souper presque parfait,0.9
Un souper presque parfait,0.9
Un souper presque parfait,0.9
Un souper presque parfait,0
Un souper presque parfait,0.6
CinéMAX,0.6
X-Files: aux frontières du réel,0.6
La loi et l'ordre: crimes sexuels,0.7
Bones,0.1
Bones,0.1
Bones,0.1
Bones,0.1
Bones,0.1
La loi et l'ordre: crimes sexuels,2.8
Chicago Med,0.7
Lucifer,0.4
Orange Is the New Black,0.5
Orange Is the New Black,0.5
Orange Is the New Black,0.5
Dr House,0.1
The Girlfriend Experience,0.7
The Girlfriend Experience,0.7
"Amour, si affinités",0.7
"Amour, si affinités",0.7
Téléjournal 02h sem,2.2
Téléjournal 02h30 sm,2.2
Téléjournal nuit sem,2.2
Téléjournal nuit sem,2.2
Téléjournal 04h00 sem,2.2
Téléjournal 04h30 sem,0.1
Téléjournal 05h00 sm,0
RDI matin 05h30 sem,0
RDI matin 06h00 sem,1.2
RDI matin 06h30 sem,1.2
RDI matin 07h00 sem,0.2
RDI matin 07h30 sem,0.2
RDI matin 08h00 sem,0
RDI matin 08h30 sem,0
RDI matin 09h00 sem,0.1
L'info 09h30 sem,0
L'info 10h00 sem,0
SP Bilan du 1er juillet,0.2
L'info 10h30 sem,0
L'info 11h00 sem,0
L'info 11h30 sem,1
Téléjournal midi,1
Période de questions,0.3
SP ABI : les syndiqués acceptent l'offre patronale,1
Période de questions,0.3
SP ABI : les syndiqués acceptent l'offre patronale,1
Période de questions,0.3
SP ABI : les syndiqués acceptent l'offre patronale,1
L'info 13h30 sem,1
L'info 14h00 sem,1
L'info 14h30 sem,1.3
L'info 15h00 sem,1.3
L'info 15h30 sem,1.3
L'info 16h00 sem,2.2
SP Mêlée de presse de Régis Labeaume,0.5
L'info 16h00 sem,1.3
L'info 16h30 sem,1.3
En direct,1.3
En direct,1.3
"National, Le",0.8
RDI économie 18h30,0.8
24 heures en 60 min,0.1
Grands reportages,0.1
Téléjournal 21h sem,0.9
Téléjournal 21h30 sm,0.4
Téléjournal 22h sem,0.4
Téléjournal 22h30 sm,0.4
"National, Le",0
"National, Le",2.2
24 heures en 60 min,2.8
Téléjournal 01h sem,0.7
Téléjournal 01h30 sm,0.7
NCIS: Nouvelle-Orléans,11.5
NCIS,0.2
Longmire,0.2
Soupçon de magie,0.2
Retour à Cedar Cove,0.2
Demain nous appartient,0.2
Demain nous appartient,0.2
Soupçon de magie,0.2
NCIS,0.2
"Mélinda, entre deux mondes",2
Heartland,0.4
Hawaii 5-0,0.4
Demain nous appartient,1.2
Demain nous appartient,0
La loi & l'ordre : crimes sexuels,1
Mariées au hockey,3.5
Queen of the South: naissance d’une reine,1
NCIS,1.2
NCIS: Nouvelle-Orléans,1.2
Élémentaire,1
La loi & l'ordre : crimes sexuels,1
Queen of the South: naissance d’une reine,0.1
Instinct,1.1
Scandale,8.4
Blue Bloods,8.4
Élémentaire,11.5
Arrow,4.3
Les pires chauffards canadiens,3.5
Classé XXX,0
Infiltration,3.7
South Park,3.6
South Park,3.6
Remorquage à South Beach,0
Remorquage à South Beach,0
Comment c'est fait,0.6
Direct dans l'net,0.6
Expédition extrême,0.6
Expédition extrême,0.6
Les pires chauffards canadiens,0
Face Off,0.1
Remorquage à South Beach,0
Remorquage à South Beach,0
Arrow,0
Top Gear,0.1
Diesel Brothers V.F.,0
Lowrider Montréal (M),0.2
Lowrider Montréal (M),0.1
Lowrider Montréal (M),0.1
Lowrider Montréal (M),0.1
Face Off,0.1
Les Brown : génération Alaska,0.1
Péril en haute mer,0.3
Vikings,0.7
Vice Principals V.F.,0.1
Vice Principals V.F.,0.1
Silicon Valley,0.1
Silicon Valley,0.4
South Park,0
South Park,0
Classé XXX,0.3
Infiltration,0.4
Robot Chicken,1.2
Robot Chicken,1.2
Faut pas rêver!,1.6
Le Tom Et Jerry Show,2.5
Bugs et les Looney Tunes,0.6
Bugs et les Looney Tunes,0.6
Bunnicula,0.6
Bunnicula,0.6
Lego Nexo Knights,2.5
Ben 10,0.6
Ben 10,0.6
Cracké,0.6
Les Fous du Volant,1.2
Les Fous du Volant,1.2
Mysticons,2.5
Toon Marty,0.1
Frankie et les ZhuZhu Pets,0.7
Cracké,0.7
Bugs et les Looney Tunes,0.7
Bugs et les Looney Tunes,0.7
Ben 10,0.7
Ben 10,1.5
"Pokémon, la série : Soleil et Lune - Ultra-Aventures",1.5
Les Fous Du Volant,1.5
Les Fous Du Volant,1.9
Teen Titans Go!,1.9
Teen Titans Go!,1.6
Teen Titans GO!,1.7
Teen Titans Go!,1.5
LEGO Nexo Knights,1.5
Chop Chop Ninja,0.4
Le Tom Et Jerry Show,0.4
Les 3 Amigonautes,0.4
Winston et Dudley Ding Dong,0.4
Mysticons,0.4
Hotel Transylvania,1.8
Il pleut des hamburgers,1.8
Unikitty,0.4
Unikitty,0.3
Bunnicula,1.8
Bunnicula,0.4
Bugs et les Looney Tunes,0.4
Bugs et les Looney Tunes,1.8
Teen Titans Go!,0.3
Teen Titans Go!,0.4
Teen Titans Go!,1.6
Teen Titans Go!,0.3
"Pokémon, la série : Soleil et Lune - Ultra-Aventures",2.2
Ben 10,1.6
Ben 10,2.2
Chop Chop Ninja,0.8
LEGO Nexo Knights,0.8
Unikitty,0.8
Unikitty,0.3
Les Simpson,4
Teen Titans GO!,4
Teen Titans GO!,4
Teen Titans Go!,4
Teen Titans Go!,4
Bravest Warriors,1.5
Au pays des Têtes à claques,4
Faut pas rêver!,0.4
Les Simpson,0.6
Family Guy,0.4
Les Grandes Gueules s’animent!,0.6
Robot Chicken,0.7
Robot Chicken,1.2
Les Simpson,1.1
Family Guy,0.4
Les Grandes Gueules s’animent!,1.4
Robot Chicken,1.4
Robot Chicken,1.4
Family Guy,1.6
Les Grandes Gueules s’animent!,0.8
Au pays des Cajuns,11.1
MAYDAY,7
Ultime machine,7
Un tueur si proche,7
Étrange météo : Le ciel nous est tombé sur la tête,5.8
A.P. Agents de protection,0.2
Éboueurs,1.3
MAYDAY,2.7
Thaïlande : rescapés de la grotte,1.1
"Venise, récit d'un naufrage annoncé",1.1
Accident de star,2.6
Célèbres et fauchés,4
Douanes sous haute surveillance,4
Douanes sous haute surveillance,4
Un tueur si proche,1
Tanked V.F.,5.1
La ruée vers l'or : Dakota Boys,2.4
MAYDAY,1.8
Douanes sous haute surveillance (M),4
Douanes sous haute surveillance (M),4
Douanes sous haute surveillance (M),4
Douanes sous haute surveillance (M),0.3
Cauchemar sur l'autoroute,0.3
Les rois de la ferraille,1.8
Routiers de l'Outback,2.2
SOS Infestation,2.8
SOS Infestation,0.9
Galas ComédiHa! 2016,1.1
A.P. Agents de protection,1.8
Fort comme un roc,1.1
Backstage : Les coulisses du succès,0
Les testeurs,0
Les enfants Roy,0
Le Studio,0
Med,0.1
Mom V.F.,0.1
Beauty & the Beast,0
Smallville,0
Diva de l'au-delà,0
Friends (M),0.9
Friends (M),0.9
Mom V.F.,0.1
Jérémie,0.6
Les Frères Scott,0.2
Jane l'Immaculée (M),0.1
Jane l'Immaculée (M),0.1
Med,0.1
Code F.,0.3
Jérémie,0.3
The Big Bang Theory,0.1
Friends (M),0.3
Friends (M),0.3
Sans lendemain,0.1
Code All Stars,0.3
Code G.,0.3
Diva de l'au-delà,0.1
Mom V.F.,0.1
2 filles fauchées,0.4
Sur la route des jardins,8.6
J'habite ici,7.7
Complément de programme,0.6
Garde-manger,7.7
Complément de programme,0.6
Radio Enfer,4.9
Complément de programme,0.6
Watatatow,5.6
Complément de programme,0.1
Émissions jeunesse AM 1,2.4
Radio Enfer,0.4
Watatatow,0.8
Complément de programme,0.6
Sur la route des jardins,0.3
Garde-manger,0.4
Vu de l'intérieur,0.3
Histoires de chars,1.8
Tournée générale,0.3
Complément de programme,0.6
Bizarroscope,0.6
Complément de programme,1.8
Cochon dingue,2.2
Émissions jeunesse PM 1,1.5
Radio Enfer,1
Watatatow,0.1
Complément de programme,1
Cochon dingue,0.6
Comment devenir adulte,1.5
De par chez nous,1.6
Complément de programme,1.5
De par chez nous,1.5
Cinéma,2.3
Complément de programme,0.8
Court métrage,2.7
Court métrage,2.7
Court métrage,1.7
Court métrage,2.7
Complément de programme,0.8
D'un rire à l'autre,0.8
Complément de programme,0.8
Trait d'humour,0.2
Fais-moi peur!,1.6
Complément de programme,0.5
Fou des oiseaux,1.6
Lumière sur…,2.6
Cinéma #1,1.9
Défier la magie,0
Génie,0.2
Cormoran,1.5
Cormoran,1.5
"Appel du cœur, L'",0.4
Lumière sur…,0.2
Ici on chante,1.9
Cormoran,1.5
Cormoran,1.5
Lundi culture,0.7
Moi et l'autre,2.9
"Appel du cœur, L'",1.4
"Appel du cœur, L'",1.4
Cormoran,0.7
Cormoran,0.6
Quelle famille,2.9
"Fête du Canada dans la capitale 2019, La",2.9
Guerre et paix,2.5
Notre vie,1.8
Victoria,0
Victoria,0.8
V - Bonne nuit,7.3
NVL,6
Moment V,6
Moment V,6
NVL en bref,16
Moment V,6
NVL en bref,16
Moment V,6
NVL en bref,16
Infopublicité,6
Infopublicité,6
La guerre des clans,17.1
La guerre des clans,17.1
La guerre des clans,16.2
Ciné V,17.9
Ciné V,16.3
Les Simpson,3
Les Simpson,12.2
Coup de foudre,12.2
Un souper presque parfait,16.3
Un souper presque parfait,16.3
Rire et délire,12.2
Rire et délire,12.2
Ciné V,17.8
CSI: Cyber,17.8
911,18
NVL,13.3
Moment V,14.8
Moment V,14.8
24h en 60 minutes,10.8
Prog RDI sem,5.5
Teletubbies,5.2
Zoobabu,5.2
Mike le chevalier,6.2
Kate et Mim-Mim,8.2
Boule et Bill,12.6
Super Wings,9.4
Peanuts,8.5
Toc toc toc,9.4
Yaya et Zouk,9.4
Jack et les camions,1.5
Les pyjamasques,1.5
Monsieur Bonhomme,1.5
"Roltronics, Les",2.9
Par ici la magie,1.8
Explique-moi ça,1.4
"Cochons d'Angry Birds, Les",1.5
Garfield & cie,1.4
Vite pas vite,5.8
Vite pas vite,1.4
Sous les mers,2.7
Drôle de blagues,7.3
Noterythme,1.8
Motel monstre,7.3
En direct Ici... prog loc,3.5
Cinéma AM,5
Ricardo,5.1
Des squelettes dans le placard,5.1
Téléjournal midi,5.1
"Facture, La",12.7
Bonsoir bonsoir,15.5
Ciné-fraîcheur,6.5
Monk,7.2
Rizzoli & Isles,7.2
Téléjournal 18h,7.2
TJ Mtl - Prog loc,7.2
Des squelettes dans le placard,7.3
L'Épicerie,6.9
Deuxième chance,10.6
Bonsoir bonsoir,13.3
Téléjournal 22h00,10.6
Téléjournal 22h30,16.5
Sports express,16.5
Grantchester,7.2
Candice Renoir,9.8
24h en 60 minutes,6.5
DOUBLE CINÉ-LUNE,9.8
INFOPUBLICITÉ,5.7
TVA NOUVELLES (NUIT - LV),5.2
LA VICTOIRE DE L'AMOUR,11.3
LA VICTOIRE DE L'AMOUR,11.3
LES LOONEY TUNES,2.7
SALUT BONJOUR,2.5
CINÉMA CAFÉ,5
TVA NOUVELLES (12H - LV),5.1
PAUSE CINÉMA,6.5
INFOPUBLICITÉ,15.5
LES FEUX DE L' AMOUR,7.2
TOP MODÈLES,7.2
TVA NOUVELLES (17H),7.2
TVA NOUVELLES (18H - LV),7.2
SUCRÉ SALÉ,5.8
ROUE DE FORTUNE CHEZ VOUS,10.3
LES RÉNOS D'HUGO,12.3
BOOMERANG,12.3
LA RECRUE,10.6
ESPRITS CRIMINELS,10.6
TVA NOUVELLES (22h),10.6
SUCRÉ SALÉ,16.5
ROUE DE FORTUNE CHEZ VOUS,16.5
DOUBLE CINÉ-LUNE,4.3
DOUBLE CINÉ-LUNE,5.9
Cinéma,1.1
Curieux Bégin,0.1
Génial!,0.2
Un chef à la cabane,0.2
Zou,0
"Petite école d'Hélène, La",0.2
Simon,0
"Petit Prince, Le",0.2
Shaun le mouton,0
Cochon dingue,0.2
Calimero,0
Petit Ours Brun,0
"Famille Blaireau-Renard, La",0.2
Ping et ses amis,0.2
Peg + Chat,0.2
Peg + Chat,0.2
Passe-Partout,0.2
Robocar Poli,0.2
Robocar Poli,0.2
Top Wing - toutes ailes dehors,0.2
"Tribu Monchhichi, La",0.2
Digby le dragon,0.2
"Pat'Patrouille, La",0.2
"Frères Kratt, Les",0.2
ALVINNN!!! et Les Chipmunks,0.2
ALVINNN!!! et Les Chipmunks,1.9
"Show de M. Peabody et Sherman, Le",1.9
"Aventures de Ladybug et Chat Noir, Les",1.9
"As de la Jungle, Les",2
Cochon dingue,2
Génial!,2
Banc public,2
Un chef à la cabane,0.1
Curieux Bégin,0.1
"Frères Kratt, Les",0.3
Roi Julian! L'élu des lémurs,0.3
"Show de M. Peabody et Sherman, Le",0.3
"Aventures de Ladybug et Chat Noir, Les",0.3
"As de la Jungle, Les",0.3
Grizzy et les Lemmings,1
Top Wing - toutes ailes dehors,0.3
Salmigondis,0.3
Passe-Partout,0.3
Cochon dingue,0.3
Conseils de famille,0.3
Génial!,0.3
Point Doc,1
Cinéma,7.6
Un chef à la cabane,0.1
Génial!,0
Sports 30 24h-6h,0.6
Sports 30 6h-13h30,0.5
Le Sport en toute liberté,0.8
Raid Gaspésien,0.3
Expédition Extrême - R,0
Plongeon,2
Sports 30 6h-13h30,2.2
Sports 30 6h-13h30,2.2
Golf : Au 19e,1
30 Images/Seconde Daytime,1
Soccer En route vers ...,2.2
Génération Soccer.tv,1.3
Soccer Coupe du Monde - 1/2 finale,1.1
Coupe du monde féminine - Résumé,2.4
Sports 30 18h-24h,0.8
Sports 30 18h-24h,0.8
Baseball MLB,5
Sports 30 18h-24h,0.4
Tennis Wimbledon,2.2
Buzz,1.5
Buzz,1.5
Coup de foudre,1.2
Coup de foudre,1.2
Coup de foudre,0.9
Coup de foudre,0.9
Coup de foudre,0.9
Coup de foudre,0.3
Coup de foudre,0.7
Coup de foudre,0.7
Buzz,0.7
Buzz,0.7
Buzz,0.7
Buzz,0.7
Buzz,0.7
Buzz,0
Buzz,0.2
Buzz,0
Buzz,0
CinéPlus,2
Scream Queens: terreur à l'hôpital,2.2
Scream Queens: terreur à l'hôpital,0.9
Buzz,1.3
Buzz,1.3
CinéPlus,2
Buzz,0.1
#Kylie,0.1
#Kylie,0.1
CinéPlus,1.6
Buzz,1.5
#Kylie,1.5
#Kylie,1.5
Barmaids,1.5
Barmaids,1.5
ROTATION COMP1 5A-3A,2.2
ROTATION COMP2 5A-5A,0.6
ROTATION COMP3 2A-2A,2.2
SOIREE2 7P-3A,2.2
SOIREE3 7P-5A,0.6
ROTATION COMP1 5A-3A,2.2
ROTATION COMP2 5A-5A,2.2
MATIN 5AM-12P,0.7
APRES-MIDI 12P-7P,0.7
SOIREE1 7P-1A,2.2
SOIREE2 7P-3A,2.2
SOIREE3 7P-5A,2.2
Le 5 à 7,0
Le 5 à 7,0
L'Antichambre,1.5
Panorama,5.9
Le 5 à 7,0
Le 5 à 7,0
Le 5 à 7,0
Tennis Wimbledon,0.8
Hors-Jeu 2.0 - R,0.8
Lutte,2.7
Sports 30 6h-18h,0.3
Sports 30 Oups !,0.6
Génération Soccer.tv,0.6
Soccer Coupe du Monde féminine-R,1.5
